File,Description,mean_W,ci_low_W,ci_high_W,mean_U,ci_low_U,ci_high_U,max_W,ci_low_max_W,ci_high_max_W,min_W,ci_low_min_W,ci_high_min_W,mean_utilization_Q1,ci_low_utilization_Q1,ci_high_utilization_Q1,mean_utilization_Q2,ci_low_utilization_Q2,ci_high_utilization_Q2,mean_queueLength_Q1,mean_queueLength_Q2,queueLength_Q1,queueLength_Q2
Config1,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",1.5947207252539086,1.5750058970566512,1.614435553451166,12.071148518654491,12.051433690457234,12.090863346851748,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config2,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",1.2507078460239347,1.2310089743618005,1.270406717686069,12.415161397884466,12.395462526222332,12.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config3,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",2.1001605961854524,2.0775833443391343,2.1227378480317705,11.565708647722948,11.54313139587663,11.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config4,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(14, 16)",1.3062674575293134,1.285741780132224,1.3267931349264028,12.359601786379088,12.339076108981999,12.380127463776176,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config5,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",1.5947207252539086,1.5750058970566512,1.614435553451166,16.07114851865449,16.05143369045723,16.090863346851748,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config6,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",1.2507078460239347,1.2310089743618005,1.270406717686069,16.415161397884464,16.39546252622233,16.434860269546597,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config7,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",2.1001605961854524,2.0775833443391343,2.1227378480317705,15.565708647722948,15.54313139587663,15.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config8,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(18, 20)",1.3062674575293134,1.285741780132224,1.3267931349264028,16.359601786379088,16.339076108982,16.380127463776176,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config9,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",1.5947207252539086,1.5750058970566512,1.614435553451166,18.07114851865449,18.05143369045723,18.090863346851748,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config10,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",1.2507078460239347,1.2310089743618005,1.270406717686069,18.415161397884464,18.39546252622233,18.434860269546597,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config11,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",2.1001605961854524,2.0775833443391343,2.1227378480317705,17.565708647722946,17.543131395876628,17.588285899569264,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config12,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(1, 3), vDistribution = uniform(20, 22)",1.3062674575293134,1.285741780132224,1.3267931349264028,18.359601786379084,18.339076108981995,18.380127463776173,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config13,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",1.5947207252539086,1.5750058970566512,1.614435553451166,9.07114851865449,9.051433690457232,9.090863346851746,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config14,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",1.2507078460239347,1.2310089743618005,1.270406717686069,9.415161397884466,9.395462526222332,9.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config15,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",2.1001605961854524,2.0775833443391343,2.1227378480317705,8.565708647722948,8.54313139587663,8.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config16,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(14, 16)",1.3062674575293134,1.285741780132224,1.3267931349264028,9.359601786379086,9.339076108981997,9.380127463776175,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config17,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",1.5947207252539086,1.5750058970566512,1.614435553451166,13.071148518654491,13.051433690457234,13.090863346851748,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config18,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",1.2507078460239347,1.2310089743618005,1.270406717686069,13.415161397884464,13.39546252622233,13.434860269546599,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config19,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",2.1001605961854524,2.0775833443391343,2.1227378480317705,12.565708647722948,12.54313139587663,12.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config20,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(18, 20)",1.3062674575293134,1.285741780132224,1.3267931349264028,13.359601786379088,13.339076108981999,13.380127463776176,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config21,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",1.5947207252539086,1.5750058970566512,1.614435553451166,15.071148518654491,15.051433690457234,15.090863346851748,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config22,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",1.2507078460239347,1.2310089743618005,1.270406717686069,15.415161397884464,15.39546252622233,15.434860269546599,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config23,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",2.1001605961854524,2.0775833443391343,2.1227378480317705,14.565708647722948,14.54313139587663,14.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config24,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(4, 6), vDistribution = uniform(20, 22)",1.3062674575293134,1.285741780132224,1.3267931349264028,15.359601786379088,15.339076108981999,15.380127463776176,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config25,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",1.5947207252539086,1.5750058970566512,1.614435553451166,5.071148518654492,5.051433690457235,5.090863346851749,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config26,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",1.2507078460239347,1.2310089743618005,1.270406717686069,5.415161397884465,5.395462526222331,5.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config27,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",2.1001605961854524,2.0775833443391343,2.1227378480317705,4.565708647722948,4.54313139587663,4.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config28,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(14, 16)",1.3062674575293134,1.285741780132224,1.3267931349264028,5.359601786379087,5.339076108981997,5.3801274637761765,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config29,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",1.5947207252539086,1.5750058970566512,1.614435553451166,9.07114851865449,9.051433690457232,9.090863346851746,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config30,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",1.2507078460239347,1.2310089743618005,1.270406717686069,9.415161397884466,9.395462526222332,9.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config31,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",2.1001605961854524,2.0775833443391343,2.1227378480317705,8.565708647722948,8.54313139587663,8.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config32,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(18, 20)",1.3062674575293134,1.285741780132224,1.3267931349264028,9.359601786379086,9.339076108981997,9.380127463776175,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
Config33,"Configuration with Strategy=0, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",1.5947207252539086,1.5750058970566512,1.614435553451166,11.07114851865449,11.051433690457232,11.090863346851746,8.511682583769,1.5750058970566512,1.614435553451166,0.021787116948,1.5750058970566512,1.614435553451166,6.713211600429645e-05,6.608595491212884e-05,6.817827709646407e-05,4.201680672268906e-05,4.148296333568163e-05,4.2550650109696495e-05,1.867749731471536,0.5,[1. 0. 1. ... 2. 1. 0.],[1. 0. 1. ... 0. 1. 0.]
Config34,"Configuration with Strategy=1, N=2, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",1.2507078460239347,1.2310089743618005,1.270406717686069,11.415161397884466,11.395462526222332,11.4348602695466,9.904281642822,1.2310089743618005,1.270406717686069,0.003998394803,1.2310089743618005,1.270406717686069,6.575486586007364e-05,6.462584547393704e-05,6.688388624621025e-05,6.872379905161155e-05,6.76071157133275e-05,6.98404823898956e-05,1.7290899526564967,0.5000343618995258,[1. 0. 1. ... 2. 3. 4.],[1. 0. 1. ... 1. 0. 1.]
Config35,"Configuration with Strategy=0, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",2.1001605961854524,2.0775833443391343,2.1227378480317705,10.565708647722948,10.54313139587663,10.588285899569266,10.51690864181,2.0775833443391343,2.1227378480317705,0.07020994391,2.0775833443391343,2.1227378480317705,6.58718134510243e-05,6.484060357601169e-05,6.690302332603692e-05,4.160426027625229e-05,4.129443836834068e-05,4.19140821841639e-05,2.029839931493314,1.1666666666666667,[1. 2. 1. ... 1. 2. 1.],[1. 2. 1. ... 2. 1. 0.]
Config36,"Configuration with Strategy=1, N=3, lambda=1.25s, m1=0.25s, m2=0.25s, pDistribution = uniform(8, 10), vDistribution = uniform(20, 22)",1.3062674575293134,1.285741780132224,1.3267931349264028,11.359601786379086,11.339076108981997,11.380127463776175,10.230678172972,1.285741780132224,1.3267931349264028,0.003998394803,1.285741780132224,1.3267931349264028,6.575054244197515e-05,6.457711490079419e-05,6.692396998315612e-05,6.724949562878279e-05,6.64505089080345e-05,6.804848234953107e-05,1.613715563153396,0.9547410894418292,[1. 0. 1. ... 3. 4. 3.],[1. 2. 1. ... 0. 1. 2.]
